"Start","Access  appliance  model  is  present  in  the  appliance_model  drop  down  on  advanced_search  page  Access  appliance  model  is  present  in  the  appliance_model  drop  down  on  search_query  page  The  overview  tab  in  appliance  dashboard  of  all  access_3350  appliances  should  display  valid  and  correct  information  for  all  of  the  following      In  Header  section  display  below  things    Cluster  status  , Hostname  ,   , Account  Name  , Model  , Current  Version  , Below  that  following  information  should  be  displayed  Data  Restriction  Mode  , -   System  Reliability  Score  -   Storage  Utilization  -   Registration  Detail  -   Call  Home  Status  -   Recommendations  -   Unresolved  Events  -   Registration  Details  -   Labels","advanced_search ? usable"
"Start","Access  appliance  model  is  present  in  the  appliance_model  drop  down  on  advanced_search  page  Access  appliance  model  is  present  in  the  appliance_model  drop  down  on  search_query  page  The  overview  tab  in  appliance  dashboard  of  all  access_3350  appliances  should  display  valid  and  correct  information  for  all  of  the  following      In  Header  section  display  below  things    Cluster  status  , Hostname  ,   , Account  Name  , Model  , Current  Version  , Below  that  following  information  should  be  displayed  Data  Restriction  Mode  , -   System  Reliability  Score  -   Storage  Utilization  -   Registration  Detail  -   Call  Home  Status  -   Recommendations  -   Unresolved  Events  -   Registration  Details  -   Labels","advanced_search ? unusable",
