"Start","User  logins  to  the  webpage","user  stays  in  Application  and  does  not  do  any  operation  for  a  specific  period  in  any  tab ?","each  tab  will  report  inactivity  timeout  around  the  same  time  ","Inactivity  timeout  trigger  will  put  a  popup  which  says  your   session  will  be  expired  due  to  inactivity  in  next  Netinsights-timeout-grace-period  seconds","user  performs  any  operation  in  Netinsights-timeout-grace-period  seconds  after  inactivity  timeout  comes  out ?","activity  will  be  performed  according  to  operation  selected  by  user  ","user  clicks  logout  in  inactivity  timeout ?","user  will  log  off  "
"Start","User  logins  to  the  webpage","user  stays  in  Application  and  does  not  do  any  operation  for  a  specific  period  in  any  tab ?","each  tab  will  report  inactivity  timeout  around  the  same  time  ","Inactivity  timeout  trigger  will  put  a  popup  which  says  your   session  will  be  expired  due  to  inactivity  in  next  Netinsights-timeout-grace-period  seconds","user  performs  any  operation  in  Netinsights-timeout-grace-period  seconds  after  inactivity  timeout  comes  out ?","activity  will  be  performed  according  to  operation  selected  by  user  ","user  clicks  logout  in  inactivity  timeout ?","if  customer  clicks  Continue  , will  be  closed  and  Netinsights-last-activity-timestamp  will  be  refreshed  to  be  the  current  timestamp"
"Start","User  logins  to  the  webpage","user  stays  in  Application  and  does  not  do  any  operation  for  a  specific  period  in  any  tab ?","each  tab  will  report  inactivity  timeout  around  the  same  time  ","Inactivity  timeout  trigger  will  put  a  popup  which  says  your   session  will  be  expired  due  to  inactivity  in  next  Netinsights-timeout-grace-period  seconds","user  performs  any  operation  in  Netinsights-timeout-grace-period  seconds  after  inactivity  timeout  comes  out ?","automatically  log  offs"
"Start","User  logins  to  the  webpage","user  stays  in  Application  and  does  not  do  any  operation  for  a  specific  period  in  any  tab ?","customer  resumes  activity  in  any  tab  each  tab  will  be  refreshed  with  the  latest  operation  timestamp"
